Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof
Warren Fenley,1947,1947,F,6-3,190,"February 8, 1922",Manhattan College,/players/f/fenlewa01.html,False,False
Desmond Ferguson,2004,2004,G-F,6-7,203,"July 22, 1977","University of Missouri, University of Detroit Mercy",/players/f/fergude01.html,False,False
Terrance Ferguson,2018,2018,G-F,6-7,184,"May 17, 1998",,/players/f/fergute01.html,True,False
Rudy Fernandez,2009,2012,G,6-6,185,"April 4, 1985",,/players/f/fernaru01.html,False,False
Eric Fernsten,1976,1984,C-F,6-10,205,"November 1, 1953",University of San Francisco,/players/f/fernser01.html,False,False
Al Ferrari,1956,1963,G-F,6-4,190,"July 6, 1933",Michigan State University,/players/f/ferraal01.html,False,False
Rolando Ferreira,1989,1989,C,7-1,240,"May 24, 1964",University of Houston,/players/f/ferrero01.html,False,False
Duane Ferrell,1989,1999,F-G,6-7,209,"February 28, 1965",Georgia Institute of Technology,/players/f/ferredu01.html,False,False
Yogi Ferrell,2017,2018,G,6-0,180,"May 9, 1993",Indiana University,/players/f/ferreyo01.html,True,False
Arnie Ferrin,1949,1951,F-G,6-2,180,"July 29, 1925",University of Utah,/players/f/ferriar01.html,False,False
Bob Ferry,1960,1969,C-F,6-8,230,"May 31, 1937",Saint Louis University,/players/f/ferrybo01.html,False,False
Danny Ferry,1991,2003,F,6-10,230,"October 17, 1966",Duke University,/players/f/ferryda01.html,False,False
Kyrylo Fesenko,2008,2012,C,7-1,288,"December 24, 1986",,/players/f/fesenky01.html,False,False
Bobby Fields,1972,1972,G,6-3,175,"October 20, 1949",La Salle University,/players/f/fieldbo01.html,False,False
Kenny Fields,1985,1988,F-G,6-5,220,"February 9, 1962","University of California, Los Angeles",/players/f/fieldke01.html,False,False
Landry Fields,2011,2015,F,6-7,210,"June 27, 1988",Stanford University,/players/f/fieldla01.html,False,False
Ron Filipek,1968,1968,F,6-5,205,"February 5, 1944",Tennessee Technological University,/players/f/filipro01.html,False,False
Greg Fillmore,1971,1972,C,7-1,240,"March 7, 1947",Cheyney University of Pennsylvania,/players/f/fillmgr01.html,False,False
Larry Finch,1974,1975,G,6-2,185,"February 16, 1951",University of Memphis,/players/f/finchla01.html,False,False
Hank Finkel,1967,1975,C,7-0,240,"April 20, 1942",University of Dayton,/players/f/finkeha01.html,False,False
Michael Finley,1996,2010,G-F,6-7,215,"March 6, 1973",University of Wisconsin,/players/f/finlemi01.html,False,False
Danny Finn,1953,1955,G,6-1,185,"May 29, 1928",St. John's University,/players/f/finnda01.html,False,False
Dorian Finney-Smith,2017,2018,F,6-8,220,"May 4, 1993",University of Florida,/players/f/finnedo01.html,True,False
Matt Fish,1995,1997,C,6-11,235,"November 18, 1969",University of North Carolina at Wilmington,/players/f/fishma01.html,False,False
Derek Fisher,1997,2014,G,6-1,200,"August 9, 1974",University of Arkansas at Little Rock,/players/f/fishede01.html,False,False
Richard Fisher,1972,1972,F,6-5,215,"October 27, 1948",Colorado State University,/players/f/fisheri01.html,False,False
Gerald Fitch,2006,2006,G,6-3,188,"August 12, 1982",University of Kentucky,/players/f/fitchge01.html,False,False
Bob Fitzgerald,1947,1949,F-C,6-5,190,"March 14, 1923",Seton Hall University,/players/f/fitzgbo01.html,False,False
Dick Fitzgerald,1947,1948,F,6-2,175,"November 18, 1920",Fordham University,/players/f/fitzgdi01.html,False,False
Marcus Fizer,2001,2006,F,6-9,262,"August 10, 1978",Iowa State University,/players/f/fizerma01.html,False,False
Jerry Fleishman,1947,1953,G-F,6-2,190,"February 14, 1922",New York University,/players/f/fleisje01.html,False,False
Al Fleming,1978,1978,F,6-7,215,"April 5, 1954",University of Arizona,/players/f/flemial01.html,False,False
Ed Fleming,1956,1960,G-F,6-3,189,"July 25, 1933",Niagara University,/players/f/flemied01.html,False,False
Vern Fleming,1985,1996,G,6-5,185,"February 4, 1962",University of Georgia,/players/f/flemive01.html,False,False
Luis Flores,2005,2005,G,6-2,200,"April 11, 1981","Rutgers University, Manhattan College",/players/f/florelu01.html,False,False
Bruce Flowers,1983,1983,F,6-8,225,"June 13, 1957",University of Notre Dame,/players/f/flowebr01.html,False,False
Sleepy Floyd,1983,1995,G,6-3,170,"March 6, 1960",Georgetown University,/players/f/floydsl01.html,False,False
Jonny Flynn,2010,2012,G,6-0,185,"February 6, 1989",Syracuse University,/players/f/flynnjo01.html,False,False
Mike Flynn,1976,1978,G,6-2,180,"July 31, 1953",University of Kentucky,/players/f/flynnmi01.html,False,False
Larry Fogle,1976,1976,G,6-5,205,"March 19, 1953",Canisius College,/players/f/foglela01.html,False,False
Jack Foley,1963,1963,F,6-3,170,"April 19, 1939",College of the Holy Cross,/players/f/foleyja01.html,False,False
Isaac Fontaine,2002,2002,G,6-4,210,"April 16, 1975",Washington State University,/players/f/fontais01.html,False,False
Levi Fontaine,1971,1971,G,6-4,190,"November 1, 1948",University of Maryland Eastern Shore,/players/f/fontale01.html,False,False
Jeff Foote,2012,2012,C,7-0,265,"July 14, 1987",Cornell University,/players/f/footeje01.html,False,False
Bryn Forbes,2017,2018,G,6-3,190,"July 23, 1993",Michigan State University,/players/f/forbebr01.html,True,False
Gary Forbes,2011,2012,F,6-7,220,"February 25, 1985","University of Virginia, University of Massachusetts Amherst",/players/f/forbega01.html,False,False
Alphonso Ford,1994,1995,G,6-1,190,"October 31, 1971",Mississippi Valley State University,/players/f/fordal01.html,False,False
Alton Ford,2002,2004,F,6-9,275,"May 29, 1981",University of Houston,/players/f/fordal02.html,False,False
Bob Ford,1973,1973,F,6-7,228,"January 26, 1950",Purdue University,/players/f/fordbo01.html,False,False
Chris Ford,1973,1982,G-F,6-5,190,"January 11, 1949",Villanova University,/players/f/fordch01.html,False,False
Don Ford,1976,1982,F,6-9,215,"December 31, 1952","University of New Mexico, University of California, Santa Barbara",/players/f/forddo01.html,False,False
Jake Ford,1971,1972,G,6-3,180,"April 29, 1946",University of Maryland Eastern Shore,/players/f/fordja01.html,False,False
Phil Ford,1979,1985,G,6-2,175,"February 9, 1956",University of North Carolina,/players/f/fordph01.html,False,False
Sharrod Ford,2006,2006,F,6-9,225,"January 9, 1982",Clemson University,/players/f/fordsh02.html,False,False
Sherell Ford,1996,1996,F,6-7,210,"August 26, 1972",University of Illinois at Chicago,/players/f/fordsh01.html,False,False
T.J. Ford,2004,2012,G,6-0,165,"March 24, 1983",University of Texas at Austin,/players/f/fordtj01.html,False,False
Donnie Forman,1949,1949,G,5-10,175,"January 17, 1926",New York University,/players/f/formado01.html,False,False
Bayard Forrest,1978,1979,C,6-10,235,"July 8, 1954",Grand Canyon University,/players/f/forreba01.html,False,False
Joseph Forte,2002,2003,G,6-4,194,"March 23, 1981",University of North Carolina,/players/f/fortejo01.html,False,False
Courtney Fortson,2012,2012,G,5-11,185,"May 23, 1988",University of Arkansas,/players/f/fortsco01.html,False,False
Danny Fortson,1998,2007,F,6-7,260,"March 27, 1976",University of Cincinnati,/players/f/fortsda01.html,False,False
Fred Foster,1969,1977,F,6-5,210,"March 18, 1946",Miami University,/players/f/fostefr01.html,False,False
Greg Foster,1991,2003,F-C,6-11,240,"October 3, 1968","University of California, Los Angeles, University of Texas at El Paso",/players/f/fostegr01.html,False,False
Jeff Foster,2000,2012,F-C,6-11,236,"January 16, 1977",Texas State University,/players/f/fosteje01.html,False,False
Jimmy Foster,1975,1976,G,6-1,175,"December 16, 1951",University of Connecticut,/players/f/fosteja01.html,False,False
Rod Foster,1984,1986,G,6-1,160,"October 10, 1960","University of California, Los Angeles",/players/f/fostero01.html,False,False
Antonis Fotsis,2002,2002,F,6-10,219,"April 1, 1981",,/players/f/fotsian01.html,False,False
Evan Fournier,2013,2018,G-F,6-7,205,"October 29, 1992",,/players/f/fournev01.html,True,False
Larry Foust,1951,1962,C-F,6-9,215,"June 24, 1928",La Salle University,/players/f/foustla01.html,False,False
Calvin Fowler,1970,1970,G,6-0,175,"February 11, 1940",Saint Francis University,/players/f/fowleca01.html,False,False
Jerry Fowler,1952,1952,C,6-8,230,"June 20, 1927",University of Missouri,/players/f/fowleje01.html,False,False
Tremaine Fowlkes,2002,2005,F,6-8,220,"April 11, 1976","University of California, California State University, Fresno",/players/f/fowlktr01.html,False,False
De'Aaron Fox,2018,2018,G,6-3,170,"December 20, 1997",University of Kentucky,/players/f/foxde01.html,True,False
Harold Fox,1973,1973,G,6-2,175,"August 29, 1949",Jacksonville University,/players/f/foxha01.html,False,False
Jim Fox,1968,1977,C-F,6-10,230,"April 7, 1943",University of South Carolina,/players/f/foxji01.html,False,False
Rick Fox,1992,2004,F-G,6-7,230,"July 24, 1969",University of North Carolina,/players/f/foxri01.html,False,False
Randy Foye,2007,2017,G,6-4,213,"September 24, 1983",Villanova University,/players/f/foyera01.html,False,False
Adonal Foyle,1998,2009,C,6-10,250,"March 9, 1975",Colgate University,/players/f/foylead01.html,False,False
Richie Frahm,2004,2008,G,6-5,210,"August 14, 1977",Gonzaga University,/players/f/frahmri01.html,False,False
Steve Francis,2000,2008,G,6-3,195,"February 21, 1977",University of Maryland,/players/f/francst01.html,False,False
Tellis Frank,1988,1994,F-C,6-10,225,"April 26, 1965",Western Kentucky University,/players/f/frankte01.html,False,False
Nat Frankel,1947,1947,F-G,6-0,195,"November 3, 1913",Brooklyn College,/players/f/frankna01.html,False,False
Jamaal Franklin,2014,2015,G,6-5,191,"July 21, 1991",San Diego State University,/players/f/frankja01.html,False,False
William Franklin,1973,1976,F,6-7,220,"October 19, 1949",Purdue University,/players/f/frankwi01.html,False,False
Ronald Franz,1968,1973,F,6-7,205,"October 20, 1945",University of Kansas,/players/f/franzro01.html,False,False
Tim Frazier,2015,2018,G,6-1,170,"November 1, 1990",Pennsylvania State University,/players/f/fraziti01.html,True,False
Walt Frazier*,1968,1980,G,6-4,200,"March 29, 1945",Southern Illinois University,/players/f/fraziwa01.html,False,True
Will Frazier,1966,1969,C-F,6-7,210,"August 24, 1942",Grambling State University,/players/f/fraziwi01.html,False,False
Anthony Frederick,1989,1992,F,6-7,205,"December 7, 1964",Pepperdine University,/players/f/fredean01.html,False,False
Jimmer Fredette,2012,2016,G,6-2,195,"February 25, 1989",Brigham Young University,/players/f/fredeji01.html,False,False
World B. Free,1976,1988,G,6-2,185,"December 9, 1953",Guilford College,/players/f/freewo01.html,False,False
Joel Freeland,2013,2015,F-C,6-10,250,"February 7, 1987",,/players/f/freeljo01.html,False,False
Donnie Freeman,1968,1976,G,6-3,185,"July 18, 1944",University of Illinois at Urbana-Champaign,/players/f/freemdo01.html,False,False
Gary Freeman,1971,1971,F,6-9,210,"July 25, 1948",Oregon State University,/players/f/freemga01.html,False,False
Rod Freeman,1974,1974,F,6-7,225,"November 5, 1950",Vanderbilt University,/players/f/freemro01.html,False,False
Matt Freije,2005,2007,F,6-10,240,"October 2, 1981",Vanderbilt University,/players/f/freijma01.html,False,False
Frido Frey,1947,1947,F,6-2,195,"October 26, 1921",Long Island University,/players/f/freyfr01.html,False,False
Larry Friend,1958,1958,G-F,6-4,185,"April 14, 1935",University of California,/players/f/frienla01.html,False,False
Pat Frink,1969,1969,G,6-4,195,"February 18, 1945",University of Colorado,/players/f/frinkpa01.html,False,False
Jim Fritsche,1954,1955,F-C,6-8,210,"December 10, 1931",Hamline University,/players/f/fritsji01.html,False,False
Channing Frye,2006,2018,C-F,6-11,255,"May 17, 1983",University of Arizona,/players/f/fryech01.html,True,False
Bernie Fryer,1974,1975,G,6-3,185,"December 25, 1949",Brigham Young University,/players/f/fryerbe01.html,False,False
Frank Fucarino,1947,1947,F,6-2,175,"July 24, 1920",Long Island University,/players/f/fucarfr01.html,False,False
Herm Fuetsch,1948,1948,G,6-0,170,"July 6, 1918",,/players/f/fuetshe01.html,False,False
Joe Fulks*,1947,1954,F-C,6-5,190,"October 26, 1921",Murray State University,/players/f/fulksjo01.html,False,True
Carl Fuller,1971,1972,C,6-9,225,"January 10, 1946",Bethune-Cookman College,/players/f/fulleca01.html,False,False
Hiram Fuller,2004,2004,F,6-9,240,"May 15, 1981","California State University, Fresno",/players/f/fullehi01.html,False,False
Todd Fuller,1997,2001,C,6-11,255,"July 25, 1974",North Carolina State University,/players/f/fulleto02.html,False,False
Tony Fuller,1981,1981,G,6-4,180,"September 4, 1958",Pepperdine University,/players/f/fulleto01.html,False,False
Markelle Fultz,2018,2018,G,6-4,195,"May 29, 1998",University of Washington,/players/f/fultzma01.html,True,False
Lawrence Funderburke,1998,2005,F,6-9,230,"December 15, 1970","Indiana University, Ohio State University",/players/f/fundela01.html,False,False
Terry Furlow,1977,1980,G-F,6-4,190,"October 18, 1954",Michigan State University,/players/f/furlote01.html,False,False
Bill Gabor,1950,1955,G-F,5-11,170,"May 13, 1922",Syracuse University,/players/g/gaborbi01.html,False,False
Dan Gadzuric,2003,2012,C,6-11,240,"February 2, 1978","University of California, Los Angeles",/players/g/gadzuda01.html,False,False
Deng Gai,2006,2006,F,6-9,250,"March 22, 1982",Fairfield University,/players/g/gaide01.html,False,False
Elmer Gainer,1948,1950,F-C,6-6,195,"November 22, 1918",DePaul University,/players/g/gaineel01.html,False,False
Bill Gaines,1969,1969,G,6-4,185,"March 10, 1946",East Texas State University,/players/g/gainebi01.html,False,False
Corey Gaines,1989,1995,G,6-3,195,"June 1, 1965","University of California, Los Angeles, Loyola Marymount University",/players/g/gaineco01.html,False,False
David Gaines,1968,1968,G,6-1,170,"February 27, 1942",LeMoyne-Owen College,/players/g/gaineda01.html,False,False
Reece Gaines,2004,2006,G,6-6,205,"January 7, 1981",University of Louisville,/players/g/gainere01.html,False,False
Sundiata Gaines,2010,2012,G,6-1,185,"April 18, 1986",University of Georgia,/players/g/gainesu01.html,False,False
Mike Gale,1972,1982,G,6-4,185,"July 18, 1950",Elizabeth City State University,/players/g/galemi01.html,False,False
Chad Gallagher,1994,1994,C,6-10,255,"May 30, 1969",Creighton University,/players/g/gallach01.html,False,False
Harry Gallatin*,1949,1958,F-C,6-6,210,"April 26, 1927",Truman State University,/players/g/gallaha01.html,False,True
Danilo Gallinari,2009,2018,F,6-10,225,"August 8, 1988",,/players/g/gallida01.html,True,False
Langston Galloway,2015,2018,G,6-2,200,"December 9, 1991",Saint Joseph's University,/players/g/gallola01.html,True,False
Dave Gambee,1959,1970,F,6-6,215,"April 16, 1937",Oregon State University,/players/g/gambeda01.html,False,False
Kevin Gamble,1988,1997,F-G,6-5,210,"November 13, 1965",University of Iowa,/players/g/gamblke01.html,False,False
Bob Gantt,1947,1947,F-C,6-4,205,"June 22, 1922",Duke University,/players/g/ganttbo01.html,False,False
Jorge Garbajosa,2007,2008,F,6-9,245,"December 19, 1977",,/players/g/garbajo01.html,False,False
Ruben Garces,2001,2001,F,6-9,245,"October 17, 1973",Providence College,/players/g/garceru01.html,False,False
Alex Garcia,2004,2005,G,6-3,220,"March 4, 1980",,/players/g/garcial01.html,False,False
Francisco Garcia,2006,2015,F-G,6-7,195,"December 31, 1981",University of Louisville,/players/g/garcifr01.html,False,False
Chuck Gardner,1968,1968,F,6-8,205,"September 30, 1944",University of Colorado,/players/g/gardnch01.html,False,False
Earl Gardner,1949,1949,F,6-3,195,"September 18, 1923",DePauw University,/players/g/gardnea01.html,False,False
Kenneth Gardner,1976,1976,F,6-5,205,"September 27, 1949",University of Utah,/players/g/gardnke01.html,False,False
Thomas Gardner,2008,2009,G,6-5,225,"February 8, 1985",University of Missouri,/players/g/gardnth01.html,False,False
Vern Gardner,1950,1952,F-C,6-5,200,"May 14, 1925",University of Utah,/players/g/gardnve01.html,False,False
Jack Garfinkel,1947,1949,G,6-0,190,"June 13, 1918",St. John's University,/players/g/garfija01.html,False,False
Patricio Garino,2017,2017,G-F,6-6,210,"May 17, 1993",George Washington University,/players/g/garinpa01.html,True,False
Gary Garland,1980,1980,G,6-4,180,"October 12, 1957",DePaul University,/players/g/garlaga01.html,False,False
Winston Garland,1988,1995,G,6-2,170,"December 19, 1964",Missouri State University,/players/g/garlawi01.html,False,False
Dick Garmaker,1956,1961,G-F,6-3,200,"October 29, 1932",University of Minnesota,/players/g/garmadi01.html,False,False
Bill Garner,1968,1968,C,6-10,220,"June 17, 1940",University of Portland,/players/g/garnebi01.html,False,False
Chris Garner,1998,2001,G,5-10,156,"February 2, 1975",University of Memphis,/players/g/garnech01.html,False,False
Bill Garnett,1983,1986,F,6-9,225,"April 22, 1960",University of Wyoming,/players/g/garnebi02.html,False,False
Kevin Garnett,1996,2016,F-C,6-11,240,"May 19, 1976",,/players/g/garneke01.html,False,False
Marlon Garnett,1999,1999,G,6-2,186,"July 3, 1975",Santa Clara University,/players/g/garnema01.html,False,False
Calvin Garrett,1981,1984,F,6-7,190,"July 11, 1956","Austin Peay State University, Oral Roberts University",/players/g/garreca01.html,False,False
Dean Garrett,1997,2002,C,6-10,225,"November 27, 1966",Indiana University,/players/g/garrede01.html,False,False
Diante Garrett,2013,2014,G,6-4,190,"November 3, 1988",Iowa State University,/players/g/garredi02.html,False,False
Dick Garrett,1970,1974,G,6-3,185,"January 31, 1947",Southern Illinois University,/players/g/garredi01.html,False,False
Rowland Garrett,1973,1977,F,6-6,210,"July 16, 1950",Florida State University,/players/g/garrero01.html,False,False
Tom Garrick,1989,1992,G,6-2,185,"July 7, 1966",University of Rhode Island,/players/g/garrito01.html,False,False
John Garris,1984,1984,F,6-8,205,"June 6, 1959","University of Michigan, Boston College",/players/g/garrijo01.html,False,False
Kiwane Garris,1998,2000,G,6-2,183,"September 24, 1974",University of Illinois at Urbana-Champaign,/players/g/garriki01.html,False,False
Pat Garrity,1999,2008,F,6-9,238,"August 23, 1976",University of Notre Dame,/players/g/garripa01.html,False,False
Jim Garvin,1974,1974,F,6-7,200,"February 5, 1950",Boston University,/players/g/garviji01.html,False,False
Marc Gasol,2009,2018,C,7-1,255,"January 29, 1985",,/players/g/gasolma01.html,True,False
Pau Gasol,2002,2018,F-C,7-0,250,"July 6, 1980",,/players/g/gasolpa01.html,True,False
Frank Gates,1950,1950,G,6-0,160,"April 12, 1920",Sam Houston State University,/players/g/gatesfr01.html,False,False
Chris Gatling,1992,2002,F-C,6-10,220,"September 3, 1967",Old Dominion University,/players/g/gatlich01.html,False,False
Kenny Gattison,1987,1996,F-C,6-8,225,"May 23, 1964",Old Dominion University,/players/g/gattike01.html,False,False
Rudy Gay,2007,2018,F,6-8,230,"August 17, 1986",University of Connecticut,/players/g/gayru01.html,True,False
Ed Gayda,1951,1951,G-F,6-4,210,"May 11, 1927",Washington State University,/players/g/gaydaed01.html,False,False
Andrew Gaze,1994,1999,G,6-7,205,"July 24, 1965",Seton Hall University,/players/g/gazean01.html,False,False
Michael Gbinije,2017,2017,G,6-7,200,"June 5, 1992","Duke University, Syracuse University",/players/g/gbinimi01.html,True,False
Reggie Geary,1997,1998,G,6-2,187,"August 31, 1973",University of Arizona,/players/g/gearyre01.html,False,False
Alonzo Gee,2010,2017,G,6-6,225,"May 29, 1987",University of Alabama,/players/g/geeal01.html,False,False
Matt Geiger,1993,2002,C,7-0,243,"September 10, 1969","Auburn University, Georgia Institute of Technology",/players/g/geigema01.html,False,False
Mickael Gelabale,2007,2013,F,6-7,215,"May 22, 1983",,/players/g/gelabmi01.html,False,False
Devean George,2000,2010,G-F,6-8,220,"August 29, 1977",Augsburg College,/players/g/georgde01.html,False,False
Jack George,1954,1961,G,6-2,190,"November 13, 1928",La Salle University,/players/g/georgja01.html,False,False
Paul George,2011,2018,F,6-9,220,"May 2, 1990","California State University, Fresno",/players/g/georgpa01.html,True,False
Tate George,1991,1995,G,6-5,190,"May 29, 1968",University of Connecticut,/players/g/georgta01.html,False,False
Marcus Georges-Hunt,2017,2018,G,6-5,216,"March 28, 1994",Georgia Institute of Technology,/players/g/georgma01.html,True,False
Gus Gerard,1975,1981,F-G,6-8,200,"July 27, 1953",University of Virginia,/players/g/gerargu01.html,False,False
Derrick Gervin,1990,1991,F,6-8,200,"March 28, 1963",University of Texas at San Antonio,/players/g/gervide01.html,False,False
George Gervin*,1973,1986,G-F,6-7,180,"April 27, 1952",Eastern Michigan University,/players/g/gervige01.html,False,True
Gorham Getchell,1947,1947,C,6-4,205,"August 14, 1920",Temple University,/players/g/getchgo01.html,False,False
John Gianelli,1973,1980,C-F,6-10,220,"June 10, 1950",University of the Pacific,/players/g/gianejo01.html,False,False
Dick Gibbs,1972,1976,F-G,6-5,210,"December 20, 1948",University of Texas at El Paso,/players/g/gibbsdi01.html,False,False
Daniel Gibson,2007,2013,G,6-2,190,"February 27, 1986",University of Texas at Austin,/players/g/gibsoda01.html,False,False
Dee Gibson,1950,1950,F-G,5-11,175,"August 25, 1923",Western Kentucky University,/players/g/gibsode01.html,False,False
Hoot Gibson,1950,1950,F-C,6-5,198,"December 5, 1921",Creighton University,/players/g/gibsoho01.html,False,False
Jonathan Gibson,2017,2018,G,6-2,185,"November 8, 1987",New Mexico State University,/players/g/gibsojo01.html,True,False
Mel Gibson,1964,1964,G,6-3,180,"December 30, 1940",Western Carolina University,/players/g/gibsome01.html,False,False
Mike Gibson,1984,1986,F,6-10,205,"October 27, 1960",University of South Carolina Upstate,/players/g/gibsomi01.html,False,False
Taj Gibson,2010,2018,F,6-9,225,"June 24, 1985",University of Southern California,/players/g/gibsota01.html,True,False
J.R. Giddens,2009,2010,G,6-5,215,"February 13, 1985","University of Kansas, University of New Mexico",/players/g/giddejr01.html,False,False
Trey Gilder,2010,2010,F,6-9,185,"January 24, 1985","McNeese State University, Northwestern State University",/players/g/gildetr01.html,False,False
Eddie Gill,2001,2009,G,6-0,190,"August 16, 1978",Weber State University,/players/g/gilled01.html,False,False
Kendall Gill,1991,2005,G,6-5,195,"May 25, 1968",University of Illinois at Urbana-Champaign,/players/g/gillke01.html,False,False
Ben Gillery,1989,1989,C,7-0,235,"September 19, 1965",Georgetown University,/players/g/gillebe01.html,False,False
Jack Gillespie,1970,1970,F,6-6,215,"October 1, 1947",Montana State University,/players/g/gilleja01.html,False,False
Gene Gillette,1947,1947,F,6-2,205,,Saint Mary's College of California,/players/g/gillege01.html,False,False
Armen Gilliam,1988,2000,F-C,6-9,230,"May 28, 1964","University of Nevada, Las Vegas",/players/g/gilliar01.html,False,False
Herm Gilliam,1970,1977,G-F,6-3,190,"May 5, 1946",Purdue University,/players/g/gillihe01.html,False,False
Artis Gilmore*,1972,1988,C,7-2,240,"September 21, 1949","Gardner-Webb University, Jacksonville University",/players/g/gilmoar01.html,False,True
Walt Gilmore,1971,1971,F,6-6,225,"February 27, 1947",Fort Valley State University,/players/g/gilmowa01.html,False,False
Chuck Gilmur,1947,1951,F-C,6-4,225,"August 13, 1922",University of Washington,/players/g/gilmuch01.html,False,False
Manu Ginobili,2003,2018,G,6-6,205,"July 28, 1977",,/players/g/ginobma01.html,True,False
Gordan Giricek,2003,2008,G-F,6-6,210,"June 20, 1977",,/players/g/giricgo01.html,False,False
Jack Givens,1979,1980,F-G,6-5,205,"September 21, 1956",University of Kentucky,/players/g/givenja01.html,False,False
Mickell Gladness,2012,2012,C,6-11,220,"July 26, 1986",Alabama A&M University,/players/g/gladnmi01.html,False,False
George Glamack,1949,1949,C-F,6-6,225,"June 7, 1918",University of North Carolina,/players/g/glamage01.html,False,False
Gerald Glass,1991,1996,G-F,6-5,221,"November 12, 1967","Delta State University, University of Mississippi",/players/g/glassge01.html,False,False
Mike Glenn,1978,1987,G,6-2,175,"September 10, 1955",Southern Illinois University,/players/g/glennmi01.html,False,False
Normie Glick,1950,1950,F,6-7,190,"November 10, 1927",Loyola Marymount University,/players/g/glickno01.html,False,False
Georgi Glouchkov,1986,1986,F,6-8,235,"January 10, 1960",,/players/g/gloucge01.html,False,False
Clarence Glover,1972,1972,F,6-8,210,"November 1, 1947",Western Kentucky University,/players/g/glovecl01.html,False,False
Dion Glover,2000,2005,G,6-5,228,"October 22, 1978",Georgia Institute of Technology,/players/g/glovedi01.html,False,False
Andreas Glyniadakis,2007,2007,C,7-1,280,"August 21, 1981",,/players/g/glynian01.html,False,False
Mike Gminski,1981,1994,C,6-11,250,"August 3, 1959",Duke University,/players/g/gminsmi01.html,False,False
Rudy Gobert,2014,2018,C,7-1,245,"June 26, 1992",,/players/g/goberru01.html,True,False
Dan Godfread,1991,1992,C,6-10,250,"June 14, 1967",University of Evansville,/players/g/godfrda01.html,False,False
Tom Gola*,1956,1966,G-F,6-6,205,"January 13, 1933",La Salle University,/players/g/golato01.html,False,True
Ben Goldfaden,1947,1947,F,6-1,185,"September 6, 1913",George Washington University,/players/g/goldfbe01.html,False,False
Anthony Goldwire,1996,2006,G,6-1,182,"September 6, 1971",University of Houston,/players/g/goldwan01.html,False,False
Ryan Gomes,2006,2014,F,6-7,250,"September 1, 1982",Providence College,/players/g/gomesry01.html,False,False
Glen Gondrezick,1978,1983,F-G,6-6,218,"August 30, 1955","University of Nevada, Las Vegas",/players/g/gondrgl01.html,False,False
Grant Gondrezick,1987,1989,G,6-5,205,"January 19, 1963",Pepperdine University,/players/g/gondrgr01.html,False,False
Drew Gooden,2003,2016,F,6-10,250,"September 24, 1981",University of Kansas,/players/g/goodedr01.html,False,False
Gail Goodrich*,1966,1979,G,6-1,170,"April 23, 1943","University of California, Los Angeles",/players/g/goodrga01.html,False,True
Steve Goodrich,2001,2002,F,6-10,220,"March 18, 1976",Princeton University,/players/g/goodrst01.html,False,False
Archie Goodwin,2014,2017,G,6-5,200,"August 17, 1994",University of Kentucky,/players/g/goodwar01.html,True,False
Pop Goodwin,1947,1948,F-C,6-2,203,"December 22, 1920",,/players/g/goodwpo01.html,False,False
Aaron Gordon,2015,2018,F,6-9,220,"September 16, 1995",University of Arizona,/players/g/gordoaa01.html,True,False
Ben Gordon,2005,2015,G,6-3,200,"April 4, 1983",University of Connecticut,/players/g/gordobe01.html,False,False
Drew Gordon,2015,2015,F,6-9,245,"July 12, 1990","University of California, Los Angeles, University of New Mexico",/players/g/gordodr01.html,False,False
Eric Gordon,2009,2018,G,6-4,215,"December 25, 1988",Indiana University,/players/g/gordoer01.html,True,False
Lancaster Gordon,1985,1988,G,6-3,185,"June 24, 1962",University of Louisville,/players/g/gordola01.html,False,False
Paul Gordon,1950,1950,F,6-3,185,"April 8, 1927",University of Notre Dame,/players/g/gordopa01.html,False,False
Marcin Gortat,2008,2018,C-F,6-11,240,"February 17, 1984",,/players/g/gortama01.html,True,False
Leo Gottlieb,1947,1948,G,5-11,180,"November 28, 1920",,/players/g/gottlle01.html,False,False
Andrew Goudelock,2012,2016,G,6-3,200,"December 7, 1988",College of Charleston,/players/g/goudean01.html,False,False
Gerald Govan,1968,1976,F-C,6-10,220,"January 2, 1942",Saint Mary of the Plains College,/players/g/govange01.html,False,False
Bato Govedarica,1954,1954,G,5-11,185,"April 17, 1928",DePaul University,/players/g/govedba01.html,False,False
Joe Graboski,1949,1962,F-C,6-7,195,"January 15, 1930",,/players/g/grabojo01.html,False,False
Ricky Grace,1994,1994,G,6-1,180,"August 20, 1967","Midland College, University of Oklahoma",/players/g/graceri01.html,False,False
Calvin Graham,1968,1968,G,6-2,195,"June 7, 1944",Gannon University,/players/g/grahaca01.html,False,False
Greg Graham,1994,1998,G,6-4,174,"November 26, 1970",Indiana University,/players/g/grahagr01.html,False,False
Joey Graham,2006,2011,F,6-7,225,"June 11, 1982","University of Central Florida, Oklahoma State University",/players/g/grahajo01.html,False,False
Mal Graham,1968,1969,G,6-1,185,"February 23, 1945",New York University,/players/g/grahama01.html,False,False
Orlando Graham,1989,1989,F,6-8,220,"May 5, 1965","West Texas A&M University, Auburn University at Montgomery",/players/g/grahaor01.html,False,False
Paul Graham,1992,1994,F-G,6-6,200,"November 28, 1967",Ohio University,/players/g/grahapa01.html,False,False
