Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof,career_games,career_win_shares,peak_ws,aba_years,n_chips,nba_asg,leaderboard_points,hof_as_player,hof_pr
Mike Dunleavy,2003,2017,F-G,81,230,"September 15, 1980",Duke University,/players/d/dunlemi02.html,False,False,986,58.5,8.489875,0,0,0,0,0,0.0
Kris Dunn,2017,2019,G,76,205,"March 18, 1994",Providence College,/players/d/dunnkr01.html,True,False,153,1.4,0.8578125,0,0,0,0,0,0.0
Pat Dunn,1958,1958,G,74,170,"March 17, 1931",Utah State University,/players/d/dunnpa01.html,False,False,28,-0.1,-0.05579166666666666,0,0,0,0,0,0.0
T.R. Dunn,1978,1991,G-F,76,192,"February 1, 1955",University of Alabama,/players/d/dunntr01.html,False,False,993,39.8,4.902041666666666,0,0,0,7,0,0.0
Ronald Dupree,2004,2011,F,79,209,"January 26, 1981",Louisiana State University,/players/d/duprero01.html,False,False,157,1.9,1.0226666666666666,0,0,0,0,0,0.0
Kevin Durant,2008,2019,F-G,81,240,"September 29, 1988",University of Texas at Austin,/players/d/duranke01.html,True,False,820,137.6,19.187291666666663,0,2,9,130,0,1.0
John Duren,1981,1983,G,75,195,"October 30, 1958",Georgetown University,/players/d/durenjo01.html,False,False,201,-0.8,0.38810416666666664,0,0,0,0,0,0.0
Jarrett Durham,1972,1972,F,77,188,"August 22, 1949",Duquesne University,/players/d/durhaja01.html,False,False,1,0.0,,1,0,0,0,0,0.0
Pat Durham,1993,1995,F,79,210,"March 10, 1967",Colorado State University,/players/d/durhapa01.html,False,False,64,0.7,0.90525,0,0,0,0,0,0.0
Devin Durrant,1985,1986,F,79,200,"October 20, 1960",Brigham Young University,/players/d/durrade01.html,False,False,63,-0.2,-0.126,0,0,0,0,0,0.0
Ken Durrett,1972,1975,F,79,190,"December 8, 1948",La Salle University,/players/d/durreke01.html,False,False,120,0.6,0.5005,0,0,0,0,0,0.0
Dennis DuVal,1975,1976,G,75,175,"March 31, 1952",Syracuse University,/players/d/duvalde01.html,False,False,50,0.0,0.10845833333333332,0,0,0,0,0,0.0
Jack Dwan,1949,1949,F-G,76,200,"May 3, 1921",Loyola University of Chicago,/players/d/dwanja01.html,False,False,60,1.2,1.2,0,1,0,0,0,0.0
Craig Dykema,1982,1982,F,80,190,"June 11, 1959","California State University, Long Beach",/players/d/dykemcr01.html,False,False,32,0.2,0.20385416666666667,0,0,0,0,0,0.0
Gene Dyker,1954,1954,F,78,225,"February 17, 1930",DePaul University,/players/d/dykerge01.html,False,False,11,-0.3,-0.26162500000000005,0,0,0,0,0,0.0
Jerome Dyson,2012,2012,G,75,180,"May 1, 1987",University of Connecticut,/players/d/dysonje01.html,False,False,9,0.1,0.09749999999999999,0,0,0,0,0,0.0
Ledell Eackles,1989,1998,G-F,77,220,"November 24, 1966",University of New Orleans,/players/e/eacklle01.html,False,False,441,10.8,2.4244166666666667,0,0,0,0,0,0.0
Jim Eakins,1969,1978,C,83,215,"May 24, 1946",Brigham Young University,/players/e/eakinji01.html,False,False,767,57.5,3.568,8,0,0,0,0,0.0
Acie Earl,1994,1997,F-C,82,240,"June 23, 1970",University of Iowa,/players/e/earlac01.html,False,False,193,0.3,0.27291666666666664,0,0,0,0,0,0.0
Ed Earle,1954,1954,F,75,190,"April 28, 1927",Loyola University of Chicago,/players/e/earleed01.html,False,False,2,0.0,0.048249999999999994,0,0,0,0,0,0.0
Cleanthony Early,2015,2016,F,80,210,"April 17, 1991",Wichita State University,/players/e/earlycl01.html,False,False,56,-0.6,-0.24062499999999998,0,0,0,0,0,0.0
Penny Early,1969,1969,G,63,114,"May 30, 1943",,/players/e/earlype01.html,False,False,1,0.0,,1,0,0,0,0,0.0
Mark Eaton,1983,1993,C,88,275,"January 24, 1957","University of California, Los Angeles",/players/e/eatonma01.html,False,False,875,44.8,6.5565,0,0,1,92,0,0.001
Jerry Eaves,1983,1987,G,76,180,"February 8, 1959",University of Louisville,/players/e/eavesje01.html,False,False,168,2.6,2.0180833333333332,0,0,0,0,0,0.0
Devin Ebanks,2011,2013,F,81,215,"October 28, 1989",West Virginia University,/players/e/ebankde01.html,False,False,63,0.5,0.3539999999999999,0,0,0,0,0,0.0
Bill Ebben,1958,1958,G,76,190,"October 7, 1935",University of Detroit Mercy,/players/e/ebbenbi01.html,False,False,8,-0.2,-0.24270833333333333,0,0,0,0,0,0.0
Al Eberhard,1975,1978,F,78,225,"May 10, 1952",University of Missouri,/players/e/eberhal01.html,False,False,220,5.3,2.5825,0,0,0,0,0,0.0
Ndudi Ebi,2004,2005,F,81,200,"June 18, 1984",,/players/e/ebind01.html,False,False,19,0.1,0.1305,0,0,0,0,0,0.0
Roy Ebron,1974,1974,C,81,220,"August 31, 1951",University of Louisiana at Lafayette,/players/e/ebronro01.html,False,False,40,1.3,,1,0,0,0,0,0.0
Jarell Eddie,2016,2018,G-F,79,218,"October 30, 1991",Virginia Polytechnic Institute and State University,/players/e/eddieja01.html,True,False,34,0.2,0.140875,0,0,0,0,0,0.0
Patrick Eddie,1992,1992,C,83,240,"December 27, 1967","Arkansas State University, University of Mississippi",/players/e/eddiepa01.html,False,False,4,-0.1,-0.0723125,0,0,0,0,0,0.0
Dike Eddleman,1950,1953,F-G,75,189,"December 27, 1922",University of Illinois at Urbana-Champaign,/players/e/eddledi01.html,False,False,267,7.3,3.8,0,0,2,0,0,0.0
Kenton Edelin,1985,1985,F,80,205,"May 24, 1962",University of Virginia,/players/e/edelike01.html,False,False,10,0.1,0.12512500000000001,0,0,0,0,0,0.0
Charles Edge,1974,1975,F,78,210,"February 23, 1950",LeMoyne-Owen College,/players/e/edgech01.html,False,False,155,6.5,,2,0,0,0,0,0.0
Bobby Edmonds,1968,1970,F,78,220,"March 8, 1941",Tennessee State University,/players/e/edmonbo01.html,False,False,75,2.5,,2,0,0,0,0,0.0
Keith Edmonson,1983,1984,G,77,195,"September 28, 1960",Purdue University,/players/e/edmonke01.html,False,False,87,0.4,0.7923541666666666,0,0,0,0,0,0.0
Tyus Edney,1996,2001,G,70,152,"February 14, 1973","University of California, Los Angeles",/players/e/edneyty01.html,False,False,226,6.8,3.308,0,0,0,0,0,0.0
Bill Edwards,1994,1994,F,80,215,"September 22, 1971",Wright State University,/players/e/edwarbi01.html,False,False,3,-0.3,-0.2585,0,0,0,0,0,0.0
Blue Edwards,1990,1999,G-F,76,200,"October 31, 1965",East Carolina University,/players/e/edwarbl01.html,False,False,704,24.2,5.742270833333333,0,0,0,0,0,0.0
Corsley Edwards,2005,2005,F,81,275,"March 5, 1979",Central Connecticut State University,/players/e/edwarco01.html,False,False,10,0.1,0.05958333333333333,0,0,0,0,0,0.0
Doug Edwards,1994,1996,F,79,220,"January 21, 1971",Florida State University,/players/e/edwardo01.html,False,False,85,0.2,0.18991666666666665,0,0,0,0,0,0.0
Franklin Edwards,1982,1988,G,73,170,"February 2, 1959",Cleveland State University,/players/e/edwarfr01.html,False,False,296,3.9,2.743,0,1,0,0,0,0.0
James Edwards,1978,1996,C-F,84,225,"November 22, 1955",University of Washington,/players/e/edwarja01.html,False,False,1168,59.7,7.054541666666666,0,3,0,0,0,0.001
Jay Edwards,1990,1990,G,76,185,"January 3, 1969",Indiana University,/players/e/edwarja02.html,False,False,4,0.0,0.011916666666666666,0,0,0,0,0,0.0
John Edwards,2005,2006,C,84,275,"July 31, 1981",Kent State University,/players/e/edwarjo01.html,False,False,65,0.1,0.16033333333333333,0,0,0,0,0,0.0
Kevin Edwards,1989,2001,G,75,190,"October 30, 1965",DePaul University,/players/e/edwarke01.html,False,False,604,12.5,5.0563125,0,0,0,0,0,0.0
Shane Edwards,2014,2014,F,79,220,"May 31, 1987",University of Arkansas at Little Rock,/players/e/edwarsh01.html,False,False,2,0.0,-0.03525,0,0,0,0,0,0.0
Vince Edwards,2019,2019,F,80,225,"April 5, 1996",Purdue University,/players/e/edwarvi01.html,True,False,2,0.0,-0.008666666666666666,0,0,0,0,0,0.0
Johnny Egan,1962,1972,G,71,180,"January 31, 1939",Providence College,/players/e/eganjo01.html,False,False,712,23.7,5.061333333333333,0,0,0,1,0,0.0
Lonnie Eggleston,1949,1949,G,72,170,"June 8, 1918",Oklahoma State University,/players/e/egglelo01.html,False,False,2,0.0,0.0,0,0,0,0,0,0.0
Bulbs Ehlers,1948,1949,F-G,75,198,"March 10, 1923",Purdue University,/players/e/ehlerbu01.html,False,False,99,3.0,3.2,0,0,0,0,0,0.0
Craig Ehlo,1984,1997,G-F,78,180,"August 11, 1961",Washington State University,/players/e/ehlocr01.html,False,False,873,41.2,6.511500000000001,0,0,0,0,0,0.0
Rich Eichhorst,1962,1962,G,75,200,"October 21, 1933",Southeast Missouri State University,/players/e/eichhdi01.html,False,False,1,0.0,0.015,0,0,0,0,0,0.0
Howard Eisley,1995,2006,G,74,177,"December 4, 1972",Boston College,/players/e/eisleho01.html,False,False,786,19.5,4.532729166666667,0,0,0,0,0,0.0
Obinna Ekezie,2000,2005,F-C,81,270,"August 22, 1975",University of Maryland,/players/e/ekeziob01.html,False,False,143,1.7,0.6557499999999999,0,0,0,0,0,0.0
Khalid El-Amin,2001,2001,G,70,200,"April 25, 1979",University of Connecticut,/players/e/elamikh01.html,False,False,50,0.6,0.585,0,0,0,0,0,0.0
Don Eliason,1947,1947,F,74,210,"July 24, 1918",Hamline University,/players/e/eliasdo01.html,False,False,1,0.0,0.0,0,0,0,0,0,0.0
Mario Elie,1991,2001,G-F,77,210,"November 26, 1963",American International College,/players/e/eliema01.html,False,False,732,48.9,8.9006875,0,3,0,0,0,0.006999999999999999
Ray Ellefson,1949,1951,C,80,230,"November 18, 1922",West Texas A&M University,/players/e/ellefra01.html,False,False,6,-0.1,0.0,0,0,0,0,0,0.0
Henry Ellenson,2017,2019,F,83,245,"January 13, 1997",Marquette University,/players/e/ellenhe01.html,True,False,59,0.0,0.13708333333333333,0,0,0,0,0,0.0
Wayne Ellington,2010,2019,G,77,200,"November 29, 1987",University of North Carolina,/players/e/ellinwa01.html,True,False,614,16.0,4.464687499999999,0,0,0,0,0,0.0
Bob Elliott,1979,1981,C-F,81,225,"August 18, 1955",University of Arizona,/players/e/elliobo01.html,False,False,141,3.0,1.5675000000000001,0,0,0,0,0,0.0
Sean Elliott,1990,2001,F,80,205,"February 2, 1968",University of Arizona,/players/e/elliose01.html,False,False,742,55.7,8.751500000000002,0,1,2,3,0,0.006999999999999999
Bo Ellis,1978,1980,F,81,197,"August 8, 1954",Marquette University,/players/e/ellisbo02.html,False,False,168,2.5,1.1119166666666667,0,0,0,0,0,0.0
Boo Ellis,1959,1960,F,77,185,"February 11, 1936",Niagara University,/players/e/ellisbo01.html,False,False,118,3.1,2.5292083333333335,0,0,0,0,0,0.0
Dale Ellis,1984,2000,G-F,79,205,"August 6, 1960",University of Tennessee,/players/e/ellisda01.html,False,False,1209,84.7,10.832708333333334,0,0,1,30,0,0.004
Harold Ellis,1994,1998,G,77,200,"October 7, 1970",Morehouse College,/players/e/ellisha01.html,False,False,145,4.6,2.807458333333333,0,0,0,0,0,0.0
Joe Ellis,1967,1974,F-G,78,175,"May 3, 1944",University of San Francisco,/players/e/ellisjo01.html,False,False,524,5.0,1.29825,0,0,0,0,0,0.0
LaPhonso Ellis,1993,2003,F,80,240,"May 5, 1970",University of Notre Dame,/players/e/ellisla01.html,False,False,624,32.8,7.960645833333334,0,0,0,0,0,0.0
LeRon Ellis,1992,1996,F-C,81,225,"April 28, 1969","University of Kentucky, Syracuse University",/players/e/ellisle02.html,False,False,91,1.2,1.5725,0,0,0,0,0,0.0
Leroy Ellis,1963,1976,C-F,82,210,"March 10, 1940",St. John's University,/players/e/ellisle01.html,False,False,1048,46.3,6.457625,0,1,0,2,0,0.0
Monta Ellis,2006,2017,G,75,185,"October 26, 1985",,/players/e/ellismo01.html,False,False,833,41.9,8.957083333333335,0,0,0,74,0,0.003
Pervis Ellison,1990,2001,F-C,81,210,"April 3, 1967",University of Louisville,/players/e/ellispe01.html,False,False,474,21.8,6.8529375,0,0,0,3,0,0.0
Len Elmore,1975,1984,C-F,81,220,"March 28, 1952",University of Maryland,/players/e/elmorle01.html,False,False,658,18.9,4.1125,2,0,0,0,0,0.0
Francisco Elson,2004,2012,C,84,235,"February 28, 1976",University of California,/players/e/elsonfr01.html,False,False,472,11.7,3.08025,0,1,0,0,0,0.0
Darrell Elston,1975,1977,G,76,190,"August 15, 1952",University of North Carolina,/players/e/elstoda01.html,False,False,77,-0.3,-0.18166666666666667,1,0,0,0,0,0.0
Melvin Ely,2003,2014,C,82,260,"May 2, 1978","California State University, Fresno",/players/e/elyme01.html,False,False,375,4.0,2.022,0,0,0,0,0,0.0
Joel Embiid,2017,2019,C,84,250,"March 16, 1994",University of Kansas,/players/e/embiijo01.html,True,False,140,14.4,6.28425,0,0,1,17,0,0.0
Wayne Embry,1959,1969,C-F,80,240,"March 26, 1937",Miami University,/players/e/embrywa01.html,False,True,831,37.8,6.7214375,0,1,5,7,0,0.061
Andre Emmett,2005,2012,F,77,230,"August 27, 1982",Texas Tech University,/players/e/emmetan01.html,False,False,14,0.1,0.0834375,0,0,0,0,0,0.0
Ned Endress,1947,1947,F-G,74,200,"March 2, 1918",University of Akron,/players/e/endrene01.html,False,False,16,-0.1,-0.1,0,0,0,0,0,0.0
Chris Engler,1983,1988,C,83,245,"March 1, 1959","University of Minnesota, University of Wyoming",/players/e/englech01.html,False,False,195,0.6,0.28843749999999996,0,0,0,0,0,0.0
Wayne Englestad,1989,1989,F,80,245,"December 6, 1966","University of California, Irvine",/players/e/englewa01.html,False,False,11,0.0,0.03229166666666667,0,0,0,0,0,0.0
A.J. English,1991,1992,G,75,175,"July 11, 1967",Virginia Union University,/players/e/engliaj01.html,False,False,151,1.1,0.8671875,0,0,0,0,0,0.0
Alex English,1977,1991,F,79,190,"January 5, 1954",University of South Carolina,/players/e/englial01.html,False,True,1193,100.7,10.3335,0,0,8,90,1,0.9229999999999999
Claude English,1971,1971,F,76,185,"December 26, 1946",University of Rhode Island,/players/e/englicl01.html,False,False,18,-0.3,-0.31354166666666666,0,0,0,0,0,0.0
Jo Jo English,1993,1995,G,76,195,"February 4, 1970",University of South Carolina,/players/e/englijo01.html,False,False,50,0.0,0.14022916666666665,0,0,0,0,0,0.0
Kim English,2013,2013,G,78,200,"September 24, 1988",University of Missouri,/players/e/engliki01.html,False,False,41,0.2,0.1780625,0,0,0,0,0,0.0
Scott English,1973,1975,F,78,205,"October 20, 1950",University of Texas at El Paso,/players/e/englisc01.html,False,False,105,0.9,0.008166666666666668,2,0,0,0,0,0.0
Gene Englund,1950,1950,F-C,77,205,"October 21, 1917",University of Wisconsin,/players/e/engluge01.html,False,False,46,4.2,4.2,0,0,0,0,0,0.0
James Ennis,2015,2019,F,79,210,"July 1, 1990","California State University, Long Beach",/players/e/ennisja01.html,True,False,254,10.6,3.158354166666667,0,0,0,0,0,0.0
Tyler Ennis,2015,2018,G,75,194,"August 24, 1994",Syracuse University,/players/e/ennisty01.html,True,False,186,1.3,0.8252916666666668,0,0,0,0,0,0.0
Ray Epps,1979,1979,F,78,195,"August 20, 1956",Norfolk State University,/players/e/eppsra01.html,False,False,13,0.1,0.0855,0,0,0,0,0,0.0
Semih Erden,2011,2012,C,84,240,"July 28, 1986",,/players/e/erdense01.html,False,False,69,1.8,1.4255208333333333,0,0,0,0,0,0.0
Bo Erias,1958,1958,F,75,220,"July 30, 1932",Niagara University,/players/e/eriasbo01.html,False,False,18,-0.1,-0.15037499999999998,0,0,0,0,0,0.0
Keith Erickson,1966,1977,F-G,77,195,"April 19, 1944","University of California, Los Angeles",/players/e/erickke01.html,False,False,766,25.2,4.066,0,0,0,0,0,0.0
Julius Erving,1972,1987,F-G,79,210,"February 22, 1950",University of Massachusetts Amherst,/players/e/ervinju01.html,False,True,1243,181.1,13.831125,5,1,11,33,1,0.9990000000000001
Evan Eschmeyer,2000,2003,C,83,255,"May 30, 1975",Northwestern University,/players/e/eschmev01.html,False,False,153,4.0,2.5233541666666666,0,0,0,0,0,0.0
Jack Eskridge,1949,1949,C-F,77,200,"January 21, 1924",University of Kansas,/players/e/eskrija01.html,False,False,23,0.6,0.6,0,0,0,0,0,0.0
Vincenzo Esposito,1996,1996,G,75,198,"January 3, 1969",,/players/e/esposvi01.html,False,False,30,-0.6,-0.62275,0,0,0,0,0,0.0
Drew Eubanks,2019,2019,F,82,245,"February 1, 1997",Oregon State University,/players/e/eubandr01.html,True,False,12,0.2,0.19974999999999998,0,0,0,0,0,0.0
Billy Evans,1970,1970,G,72,170,"March 3, 1947",Boston College,/players/e/evansbi01.html,False,False,53,0.4,,1,0,0,0,0,0.0
Bob Evans,1950,1950,G,74,175,"May 31, 1925",Butler University,/players/e/evansbo01.html,False,False,47,-0.3,-0.3,0,0,0,0,0,0.0
Brian Evans,1997,1999,F,80,220,"September 13, 1973",Indiana University,/players/e/evansbr01.html,False,False,102,1.7,1.5069375,0,0,0,0,0,0.0
Earl Evans,1980,1980,F,80,202,"November 11, 1955","University of Southern California, University of Nevada, Las Vegas",/players/e/evansea01.html,False,False,36,0.1,0.1190625,0,0,0,0,0,0.0
Jacob Evans,2019,2019,G-F,78,210,"June 18, 1997",University of Cincinnati,/players/e/evansja02.html,True,False,23,-0.2,-0.24337499999999998,0,0,0,0,0,0.0
Jawun Evans,2018,2019,G,72,185,"July 26, 1996",Oklahoma State University,/players/e/evansja01.html,True,False,52,-0.3,-0.13320833333333335,0,0,0,0,0,0.0
Jeremy Evans,2011,2018,F,81,200,"October 24, 1987",Western Kentucky University,/players/e/evansje01.html,True,False,250,8.2,2.821,0,0,0,0,0,0.0
Maurice Evans,2002,2012,G,77,220,"November 8, 1978","Wichita State University, University of Texas at Austin",/players/e/evansma01.html,False,False,562,21.7,4.8375,0,0,0,0,0,0.0
Mike Evans,1980,1988,G,73,170,"April 19, 1955",Kansas State University,/players/e/evansmi01.html,False,False,591,9.3,2.933875,0,0,0,0,0,0.0
Reggie Evans,2003,2015,F,80,245,"May 18, 1980",University of Iowa,/players/e/evansre01.html,False,False,809,27.1,4.3028125,0,0,0,7,0,0.0
Tyreke Evans,2010,2019,G-F,78,220,"September 19, 1989",University of Memphis,/players/e/evansty01.html,True,False,569,28.7,5.409770833333333,0,0,0,2,0,0.0
Daniel Ewing,2006,2007,G,75,185,"March 26, 1983",Duke University,/players/e/ewingda01.html,False,False,127,0.8,0.48950000000000005,0,0,0,0,0,0.0
Patrick Ewing,1986,2002,C-F,84,240,"August 5, 1962",Georgetown University,/players/e/ewingpa01.html,False,True,1183,126.4,13.517187499999999,0,0,11,165,1,0.9990000000000001
Patrick Ewing,2011,2011,F,80,235,"May 20, 1984","Indiana University, Georgetown University",/players/e/ewingpa02.html,False,False,7,-0.1,-0.06254166666666668,0,0,0,0,0,0.0
Dante Exum,2015,2019,G,78,190,"July 13, 1995",,/players/e/exumda01.html,True,False,201,2.9,1.1768333333333334,0,0,0,0,0,0.0
Christian Eyenga,2011,2012,F,77,210,"June 22, 1989",,/players/e/eyengch01.html,False,False,51,-0.4,0.04829166666666667,0,0,0,0,0,0.0
Festus Ezeli,2013,2016,C,83,255,"October 21, 1989",Vanderbilt University,/players/e/ezelife01.html,True,False,170,5.9,2.7431250000000005,0,1,0,0,0,0.0
Johnny Ezersky,1948,1950,F-G,75,175,"March 21, 1922",University of Rhode Island,/players/e/ezersjo01.html,False,False,135,1.5,1.7,0,0,0,0,0,0.0
Joe Fabel,1947,1947,F-G,73,190,"September 4, 1913",University of Pittsburgh,/players/f/fabeljo01.html,False,False,30,-0.2,-0.2,0,0,0,0,0,0.0
John Fairchild,1966,1970,F,80,205,"April 28, 1943",Brigham Young University,/players/f/faircjo01.html,False,False,165,1.8,-0.5913750000000001,3,0,0,0,0,0.0
Phil Farbman,1949,1949,F,73,185,"April 3, 1924",City College of New York,/players/f/farbmph01.html,False,False,48,1.4,1.4,0,0,0,0,0,0.0
Kenneth Faried,2012,2019,F,80,220,"November 19, 1989",Morehead State University,/players/f/farieke01.html,True,False,456,36.6,7.821166666666667,0,0,0,0,0,0.0
Dick Farley,1955,1959,G-F,76,190,"April 13, 1932",Indiana University,/players/f/farledi01.html,False,False,211,8.2,2.968,0,1,0,0,0,0.0
Jordan Farmar,2007,2017,G,74,180,"November 30, 1986","University of California, Los Angeles",/players/f/farmajo01.html,False,False,504,13.9,3.908125,0,2,0,0,0,0.001
Desmon Farmer,2007,2009,G,77,220,"October 7, 1981",University of Southern California,/players/f/farmede01.html,False,False,11,0.0,0.04933333333333333,0,0,0,0,0,0.0
Jim Farmer,1988,1994,G,76,190,"September 23, 1964",University of Alabama,/players/f/farmeji01.html,False,False,136,0.7,0.725,0,0,0,0,0,0.0
Mike Farmer,1959,1966,F,79,210,"September 26, 1936",University of San Francisco,/players/f/farmemi01.html,False,False,423,6.3,3.196583333333333,0,0,0,0,0,0.0
Tony Farmer,1998,2000,F,81,244,"January 3, 1970","San Jose State University, University of Nebraska",/players/f/farmeto01.html,False,False,101,3.2,2.8476250000000003,0,0,0,0,0,0.0
Bob Faught,1947,1947,F,77,185,"September 2, 1921",University of Notre Dame,/players/f/faughbo01.html,False,False,51,1.7,1.7,0,0,0,0,0,0.0
Vitor Faverani,2014,2014,C,83,260,"May 5, 1988",,/players/f/favervi01.html,False,False,37,0.3,0.31516666666666665,0,0,0,0,0,0.0
Derrick Favors,2011,2019,F-C,82,265,"July 15, 1991",Georgia Institute of Technology,/players/f/favorde01.html,True,False,605,46.2,8.3125,0,0,0,0,0,0.0
Nick Fazekas,2008,2008,F,83,235,"June 17, 1985","University of Nevada, Reno",/players/f/fazekni01.html,False,False,26,0.8,0.8294166666666666,0,0,0,0,0,0.0
Dave Fedor,1963,1963,F,78,190,"December 10, 1940",Florida State University,/players/f/fedorda01.html,False,False,7,-0.1,-0.072,0,0,0,0,0,0.0
Bob Feerick,1947,1950,F-G,75,190,"January 2, 1920",Santa Clara University,/players/f/feeribo01.html,False,False,221,41.7,18.6,0,0,0,19,0,0.0
Butch Feher,1977,1977,G,76,185,"May 19, 1954",Vanderbilt University,/players/f/feherbu01.html,False,False,48,1.5,1.4711458333333332,0,0,0,0,0,0.0
Jamie Feick,1997,2001,C,81,255,"July 3, 1974",Michigan State University,/players/f/feickja01.html,False,False,201,8.2,4.808812499999999,0,0,0,0,0,0.0
Ron Feiereisel,1956,1956,G,75,185,"August 6, 1931",DePaul University,/players/f/feierro01.html,False,False,10,0.0,0.049166666666666664,0,0,0,0,0,0.0
George Feigenbaum,1950,1953,G,73,185,"July 2, 1929",University of Kentucky,/players/f/feigege01.html,False,False,17,-0.6,-0.17939583333333334,0,0,0,0,0,0.0
Dave Feitl,1987,1992,C,83,235,"June 8, 1962",University of Texas at El Paso,/players/f/feitlda01.html,False,False,275,1.4,0.508375,0,0,0,0,0,0.0
Kay Felder,2017,2018,G,69,176,"March 29, 1995",Oakland University,/players/f/feldeka01.html,True,False,58,-0.4,0.06433333333333334,0,0,0,0,0,0.0
Cristiano Felicio,2016,2019,F-C,82,265,"July 7, 1992",,/players/f/feliccr01.html,True,False,183,6.9,3.4233333333333333,0,0,0,0,0,0.0
Carrick Felix,2014,2014,G,78,201,"August 17, 1990",Arizona State University,/players/f/felixca01.html,True,False,7,0.0,0.045125,0,0,0,0,0,0.0
Noel Felix,2006,2006,F,81,225,"October 4, 1981","California State University, Fresno",/players/f/felixno01.html,False,False,12,-0.3,-0.3365416666666667,0,0,0,0,0,0.0
Ray Felix,1954,1962,C,83,220,"December 10, 1930",Long Island University,/players/f/felixra01.html,False,False,637,39.6,8.628333333333334,0,0,1,20,0,0.001
Raymond Felton,2006,2019,G,73,205,"June 26, 1984",University of North Carolina,/players/f/feltora01.html,True,False,953,39.6,6.497374999999999,0,0,0,22,0,0.001
Jake Fendley,1952,1953,G,72,180,"June 12, 1929",Northwestern University,/players/f/fendlja01.html,False,False,103,2.1,1.0529166666666667,0,0,0,0,0,0.0
Warren Fenley,1947,1947,F,75,190,"February 8, 1922",Manhattan College,/players/f/fenlewa01.html,False,False,33,-0.1,-0.1,0,0,0,0,0,0.0
Desmond Ferguson,2004,2004,G-F,79,203,"July 22, 1977","University of Missouri, University of Detroit Mercy",/players/f/fergude01.html,False,False,7,0.0,0.014,0,0,0,0,0,0.0
Terrance Ferguson,2018,2019,G-F,79,190,"May 17, 1998",,/players/f/fergute01.html,True,False,102,2.7,1.5136666666666665,0,0,0,0,0,0.0
Rudy Fernandez,2009,2012,G,78,185,"April 4, 1985",,/players/f/fernaru01.html,False,False,249,14.2,6.1035625,0,0,0,0,0,0.0
Eric Fernsten,1976,1984,C-F,82,205,"November 1, 1953",University of San Francisco,/players/f/fernser01.html,False,False,218,3.3,1.1942291666666667,0,1,0,0,0,0.0
Al Ferrari,1956,1963,G-F,76,190,"July 6, 1933",Michigan State University,/players/f/ferraal01.html,False,False,371,8.9,3.264583333333334,0,0,0,0,0,0.0
Rolando Ferreira,1989,1989,C,85,240,"May 24, 1964",University of Houston,/players/f/ferrero01.html,False,False,12,-0.2,-0.24933333333333332,0,0,0,0,0,0.0
Duane Ferrell,1989,1999,F-G,79,209,"February 28, 1965",Georgia Institute of Technology,/players/f/ferredu01.html,False,False,583,15.7,3.562208333333333,0,0,0,0,0,0.0
Yogi Ferrell,2017,2019,G,72,180,"May 9, 1993",Indiana University,/players/f/ferreyo01.html,True,False,167,5.9,3.042666666666667,0,0,0,0,0,0.0
Arnie Ferrin,1949,1951,F-G,74,180,"July 29, 1925",University of Utah,/players/f/ferriar01.html,False,False,178,7.6,2.6,0,2,0,0,0,0.0
Bob Ferry,1960,1969,C-F,80,230,"May 31, 1937",Saint Louis University,/players/f/ferrybo01.html,False,False,634,20.2,4.874916666666667,0,0,0,0,0,0.0
Danny Ferry,1991,2003,F,82,230,"October 17, 1966",Duke University,/players/f/ferryda01.html,False,False,917,34.8,5.5951249999999995,0,1,0,0,0,0.0
Kyrylo Fesenko,2008,2012,C,85,288,"December 24, 1986",,/players/f/fesenky01.html,False,False,135,0.9,0.5950000000000001,0,0,0,0,0,0.0
Bobby Fields,1972,1972,G,75,175,"October 20, 1949",La Salle University,/players/f/fieldbo01.html,False,False,22,0.2,,1,0,0,0,0,0.0
Kenny Fields,1985,1988,F-G,77,220,"February 9, 1962","University of California, Los Angeles",/players/f/fieldke01.html,False,False,184,4.2,2.8000000000000003,0,0,0,0,0,0.0
Landry Fields,2011,2015,F,79,210,"June 27, 1988",Stanford University,/players/f/fieldla01.html,False,False,255,10.5,5.29375,0,0,0,0,0,0.0
Ron Filipek,1968,1968,F,77,205,"February 5, 1944",Tennessee Technological University,/players/f/filipro01.html,False,False,19,0.0,-0.013687499999999998,0,0,0,0,0,0.0
Greg Fillmore,1971,1972,C,85,240,"March 7, 1947",Cheyney University of Pennsylvania,/players/f/fillmgr01.html,False,False,49,0.3,0.5645833333333333,0,0,0,0,0,0.0
Larry Finch,1974,1975,G,74,185,"February 16, 1951",University of Memphis,/players/f/finchla01.html,False,False,128,1.7,,2,0,0,0,0,0.0
Hank Finkel,1967,1975,C,84,240,"April 20, 1942",University of Dayton,/players/f/finkeha01.html,False,False,551,13.5,3.3944999999999994,0,1,0,0,0,0.0
Michael Finley,1996,2010,G-F,79,215,"March 6, 1973",University of Wisconsin,/players/f/finlemi01.html,False,False,1103,85.2,8.535770833333332,0,1,2,51,0,0.015
Danny Finn,1953,1955,G,73,185,"May 29, 1928",St. John's University,/players/f/finnda01.html,False,False,142,1.0,1.6921666666666664,0,0,0,1,0,0.0
Dorian Finney-Smith,2017,2019,F,80,220,"May 4, 1993",University of Florida,/players/f/finnedo01.html,True,False,150,4.0,2.43125,0,0,0,0,0,0.0
